FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Actual,Prediction,Probability,Result
0.65302205,-0.73869574,0.3359525,0.60675,-0.04660751,3.054146,-0.546684,-0.2047663,0.5968354,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.47896424,0.48492035,-0.5921512,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.47918636,0.20217794,0.09838135,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.65154177,-0.70465136,-0.082324445,0.18819246,0.27048647,0.15138532,0.14082596,0.16504763,0.0,0.09627586,1.567071,0.08221459,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7208611170611549,False Positive
0.6111123,-0.6880189,0.3359525,0.60675,-0.04660751,3.0556655,-20.584776,-0.21641883,0.5983713,0.32165465,-0.19815527,0.0,-1.6393385,-0.0062324977,0.7016402,-0.006176598,0.4839366,0.48492035,-0.46951643,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.487567,0.20217794,0.2800836,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.341698,-0.63071567,-0.7826904,-0.082324445,0.21081963,0.2262934,0.15248081,0.13953932,0.16504763,0.0,0.114686765,2.0473487,0.09790341,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7500429660816147,False Positive
0.6444184,-0.63259196,0.3359525,-1.6481252,-0.04660751,3.0617342,-0.52769786,-0.261863,-1.507767,-3.0202951,-0.19815527,0.0,-1.6393385,-0.0062324977,-1.4252319,-0.006176598,0.47489566,0.48958007,3.1986141,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.50153834,0.20171107,0.061982267,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.6708823,-0.7826904,-0.08710726,0.19526161,0.19914468,0.14481074,0.14211059,0.16504763,0.0,0.09460191,2.0473487,0.08113062,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5541399230568216,False Positive
0.5703118,-0.7475635,0.3359525,0.60675,-0.04660751,3.054146,-0.5412582,-0.20826183,0.59730834,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48574567,0.4879271,-0.6063502,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48104995,0.18441506,0.09104275,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.6441084,-0.72138643,-0.07754163,0.19856079,0.19662105,0.13056692,0.14082596,0.16504763,0.0,0.09794982,2.1007133,0.08221459,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7745557471294862,False Positive
0.5481077,-0.6335425,0.3359525,0.60675,-0.04660751,2.488366,-0.36224002,-0.14126268,0.61278605,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48031995,0.4807123,0.37902653,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.50246835,0.20031047,0.3103182,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.26983902,-0.55485636,-1.1784699,-0.08710726,0.20327601,0.25659665,0.120705046,0.14468187,0.16504763,0.0,0.111338854,1.4603418,0.08816458,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5191339125890116,False Positive
0.57641786,-0.6921365,0.3359525,0.60675,-0.04660751,3.0571804,-0.55210984,-0.215837,0.59482735,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.46449754,0.48446986,-0.51082516,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.47359928,0.20311533,0.2193205,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.6366693,-0.7381041,-0.091891326,0.2117612,0.14232358,0.1557681,0.14082596,0.16504763,0.0,0.10087989,2.1007133,0.08005003,-0.09818133,0.0,-0.09145291,0.0,0,1,0.6953686615550271,False Positive
0.64580584,-0.6382926,0.3359525,0.60675,-0.04660751,3.0617342,-0.5710875,-0.23448057,0.5980173,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4513866,0.4924355,0.25079787,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.19703874,0.040260386,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.66642,-0.7882746,-0.08710726,0.19667764,0.16757959,0.14261977,0.16911201,0.16504763,0.0,0.08790869,2.0473487,0.07410003,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5354880430081239,False Positive
0.69992864,-0.7481969,0.3359525,0.60675,-0.04660751,-1.0079627,1.4523114,-0.7815536,0.6116041,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.5291457,0.4734986,-0.5030795,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.8889256,0.20965879,0.2885963,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.6642354,-1.0784557,0.014417914,0.30510002,0.20422126,0.1429545,0.12947145,0.14468187,0.16504763,0.0,0.11050318,-0.35404992,0.073556356,-0.099023014,0.0,-0.09145291,0.0,0,1,0.5150792908709865,False Positive
0.7110307,-0.6154883,0.3359525,0.60675,-0.04660751,2.4929152,-0.3486797,-0.14941968,0.61148614,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.49523854,0.48492035,0.5847074,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.21246365,0.50200117,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30972397,-0.5399781,-1.4460398,-0.08710726,0.21317725,0.18841432,0.13166241,0.1356834,0.16504763,0.0,0.11887035,1.5137064,0.10114855,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5149188112977499,False Positive
0.53894854,-0.7079725,0.3359525,0.60675,-0.04660751,3.0571804,-0.52769786,-0.21525517,0.5983713,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.47806042,0.48822743,-0.55256355,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48104995,0.20264481,0.18086633,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.6366693,-0.7325373,-0.08710726,0.19667764,0.21051086,0.14809804,0.14082596,0.16504763,0.0,0.10297168,1.6204356,0.09086944,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7105125581417705,False Positive
0.6222143,-0.64304364,0.3359525,0.60675,-0.04660751,2.488366,-0.36224002,-0.14126268,0.6121951,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48077327,0.48416954,0.37386242,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.50246835,0.20031047,0.30885094,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.26983902,-0.55485636,-1.1784699,-0.08710726,0.19856079,0.12211977,0.13056692,0.14468187,0.16504763,0.0,0.11719639,1.4603418,0.096279144,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5472583536570267,False Positive
0.6452512,-0.6363924,0.3359525,0.60675,-0.04660751,3.0617342,-0.51684624,-0.23331465,0.59600836,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.47851232,0.49213517,0.22713229,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.20264481,0.016483419,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.65154177,-0.77712363,-0.08710726,0.20563363,0.16947232,0.14809804,0.13953932,0.16504763,0.0,0.10715527,1.9939841,0.093034,-0.09818133,0.0,-0.09145291,0.0,0,1,0.6895359511648922,False Positive
0.6363694,-0.6224566,0.3359525,0.60675,-0.04660751,2.4898808,-0.33782807,-0.14708781,0.6098321,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.5088014,0.4828169,0.52876896,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.4940877,0.20965879,0.47382092,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30972397,-0.54444045,-1.3735676,-0.07754163,0.2089328,0.15495159,0.12947145,0.14468187,0.16504763,0.0,0.12137998,1.567071,0.10277282,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5065724595823111,False Positive
0.5367283,-0.8001405,0.3359525,0.60675,-0.04660751,3.0465624,-0.5114204,-0.18437496,0.59848934,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.49026614,0.48371905,-0.9135807,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.5033983,0.19236276,-0.27177393,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3860223,-0.6812924,-0.62104553,-0.082324445,0.19620685,0.19725195,0.15138532,0.15368235,0.16504763,0.0,0.104225196,1.9939841,0.08491944,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5624000656542506,False Positive
0.7002068,-0.6503282,0.3359525,0.60675,-0.04660751,2.488366,-0.36224002,-0.14359228,0.6106591,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4875533,0.48416954,0.37085116,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.50246835,0.20685393,0.2988702,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.26983902,-0.55485636,-1.1784699,-0.08710726,0.19856079,0.28122175,0.13056692,0.14468187,0.16504763,0.0,0.11845251,1.4603418,0.10114855,-0.09818133,0.0,-0.09145291,0.0,0,1,0.540462194023201,False Positive
0.72352105,-0.7247591,0.3359525,0.60675,-0.04660751,3.054146,-0.5412582,-0.2047663,0.59565437,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4825809,0.48747545,-0.5964538,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.47918636,0.20217794,0.09427195,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.65154177,-0.70465136,-0.10623979,0.19856079,0.22440068,0.15138532,0.14596851,0.16504763,0.0,0.10464564,2.3141716,0.09573885,-0.09818133,0.0,-0.09145291,0.0,0,1,0.8149295092896515,False Positive
0.7326802,-0.6161217,0.3359525,0.60675,-0.04660751,2.488366,-0.34325388,-0.14301045,0.6091232,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.49614376,0.4883776,0.47498235,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.4940877,0.21199313,0.42685404,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30529848,-0.5414694,-1.345699,-0.08710726,0.20327601,0.17073414,0.13714153,0.14596851,0.16504763,0.0,0.117614225,1.5137064,0.0984437,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5007047160206612,False Positive
0.70853317,-0.7570654,0.3359525,0.60675,-0.04660751,2.9070156,-0.17508733,-0.19078419,0.6023892,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.49433473,0.48341754,-0.6399132,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.57417053,0.16011234,0.19994685,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.20875275,-0.68426925,-0.9722213,-0.1779858,0.15471879,0.12717195,0.15138532,0.14468187,0.16504763,0.0,0.16866075,1.0334253,0.15471207,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5854790636044885,False Positive
0.6430301,-0.643677,0.3359525,0.60675,-0.04660751,3.0617342,-0.5710875,-0.23040321,0.5980173,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4672104,0.49258566,0.2430533,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.18441506,0.043195672,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.6619577,-0.7882746,-0.08710726,0.1872472,0.12717195,0.14261977,0.17939714,0.16504763,0.0,0.08205115,1.7805259,0.065982096,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5633265894957242,False Positive
0.6499699,-0.6414605,0.3359525,0.60675,-0.04660751,3.0617342,-0.5710875,-0.23448057,0.5980173,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.45816803,0.49484044,0.24864608,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.18441506,0.03644413,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.66642,-0.7882746,-0.08710726,0.1872472,0.06214415,0.15028985,0.17939714,0.16504763,0.0,0.08205115,2.0473487,0.065982096,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5192344221438775,False Positive
0.6696756,-0.6097876,0.3359525,0.60675,-0.04660751,2.4898808,-0.35410553,-0.14708781,0.6121951,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4974995,0.48416954,0.54468995,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.5033983,0.21666911,0.47675622,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30972397,-0.54444045,-1.3735676,-0.08710726,0.21364804,0.31468448,0.1349497,0.14468187,0.16504763,0.0,0.12556356,1.567071,0.10547767,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5199142849726387,False Positive
0.6466387,-0.7434467,0.3359525,0.60675,-0.04660751,3.054146,-0.53854954,-0.20826183,0.5978993,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48348472,0.48657447,-0.6097933,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.47639284,0.19329649,0.09074884,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.6396461,-0.70465136,-0.082324445,0.19903526,0.24775903,0.15138532,0.17682585,0.16504763,0.0,0.09627586,1.7271613,0.08005003,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7766037007221427,False Positive
0.57003444,-0.7488311,0.3359525,0.60675,-0.04660751,-1.0458848,1.4333168,-0.8118497,0.6227109,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.53095335,0.46793792,-0.46177077,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35583344,-0.90196335,0.20077734,0.31618878,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.6686747,-1.0977963,0.50495416,0.3481479,0.20186365,0.22313887,0.12947145,0.14468187,0.16504763,0.0,0.105063476,-0.51414394,0.073556356,-0.099023014,0.0,-0.09145291,0.0,0,1,0.501402079331878,False Positive
0.5991774,-0.72951007,0.3359525,0.60675,-0.04660751,3.054146,-0.55210984,-0.20768,0.6002623,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.46088088,0.4876256,-0.5736476,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48104995,0.19750561,0.15180585,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.64559394,-0.7269532,-0.10623979,0.20799124,0.2212412,0.15138532,0.1819684,0.16504763,0.0,0.10840878,1.8872551,0.094658256,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7675506187329023,False Positive
0.5894628,0.45568267,0.3359525,-1.6481252,-0.04660751,1.0200597,1.167511,-0.6114318,-1.651437,-3.0202951,-0.19815527,0.0,-1.6393385,-0.0062324977,-1.4252319,-0.006176598,-2.0133576,-2.1077688,1.1720576,-0.053037953,-1.8383023,-0.07148143,-0.19763958,-0.05106706,-2.0417242,0.35583344,-0.6887131,0.1666558,0.3584592,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.29199427,-0.7958329,0.89514947,0.12812828,0.15236485,0.0665605,0.15686443,0.17296994,0.16504763,0.0,0.1791197,1.08679,0.16769603,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5029881195771982,False Positive
0.7035372,1.6415088,0.3359525,-1.6481252,-0.04660751,-0.800155,2.1168177,-1.05713,-1.651437,-3.0202951,-0.19815527,0.0,-1.6393385,-0.0062324977,-1.4252319,-0.006176598,0.5277886,0.47440076,3.209357,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35583344,-0.8386382,0.2073208,0.9834088,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.6642354,-1.0174688,-0.96107036,0.20465711,0.19667764,0.23513103,0.12947145,0.10096613,0.16504763,0.0,0.14857589,-0.56750816,0.112511635,-0.099023014,0.0,-0.09145291,0.0,0,1,0.5292095176439143,False Positive
